ibge,uf,region
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,ND
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291320,BA,
291330,BA,
291340,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,ND
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,ND
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291345,BA,
291350,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,ND
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291360,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,ND
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,
291370,BA,ND
291370,BA,
291380,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,
291390,BA,ND
291390,BA,
291390,BA,ND
291390,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,
291400,BA,ND
291400,BA,
291410,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291420,BA,
291430,BA,
291440,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,ND
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291450,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,ND
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291460,BA,
291465,BA,
291465,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,ND
291470,BA,ND
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291470,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,ND
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291480,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,ND
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291490,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,ND
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291500,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,
291510,BA,ND
291510,BA,
291510,BA,
291510,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,
291520,BA,ND
291520,BA,
291530,BA,
291530,BA,
291530,BA,
291530,BA,
291530,BA,
291535,BA,
291540,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,
291550,BA,ND
291550,BA,
291560,BA,
291570,BA,
291580,BA,
291590,BA,
291600,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,ND
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291610,BA,
291620,BA,
291630,BA,
291640,BA,ND
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291640,BA,
291650,BA,ND
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291650,BA,
291660,BA,ND
291670,BA,
291680,BA,
291685,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,
291690,BA,ND
291690,BA,
291690,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,
291700,BA,ND
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,
291710,BA,ND
291720,BA,
291720,BA,
291720,BA,
291720,BA,
291720,BA,
291720,BA,
291720,BA,
291720,BA,
291730,BA,
291733,BA,
291735,BA,
291740,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,ND
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291750,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,ND
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291760,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,ND
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,ND
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291770,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,
291780,BA,ND
291780,BA,
291780,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291790,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,ND
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291800,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,ND
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,ND
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291810,BA,
291820,BA,
291830,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,ND
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291835,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,ND
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291840,BA,
291845,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,ND
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291850,BA,
291855,BA,
291860,BA,
291870,BA,
291875,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,ND
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291880,BA,
291890,BA,
291900,BA,
291905,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,ND
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291910,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291915,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,ND
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291920,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,ND
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291930,BA,
291940,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,ND
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291950,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,ND
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291955,BA,
291960,BA,
291970,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,
291980,BA,ND
291980,BA,
291980,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,
291990,BA,ND
291990,BA,
291990,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291992,BA,ND
291992,BA,
291992,BA,
291992,BA,
291992,BA,
291995,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,
292000,BA,ND
292000,BA,
292000,BA,
292000,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292010,BA,
292020,BA,
292030,BA,
292040,BA,
292045,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,ND
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292050,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,ND
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292060,BA,
292070,BA,
292080,BA,
292090,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,
292100,BA,ND
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292105,BA,
292110,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,ND
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,
292120,BA,ND
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,
292130,BA,ND
