ibge,nu_semana,total_acumulado,total_investigacao,total_confirmado,total_descartado,total_obito_notificado,total_obito_investigado,total_obito_confirmado,total_obito_descartado
250970,11,11,4,1,6,0,0,0,0
250970,12,11,4,1,6,0,0,0,0
250970,13,11,4,1,6,0,0,0,0
250970,14,11,4,1,6,0,0,0,0
250970,15,11,4,1,6,0,0,0,0
250970,16,11,4,1,6,0,0,0,0
250970,17,11,4,1,6,0,0,0,0
250970,18,11,4,1,6,0,0,0,0
250970,19,11,4,2,5,0,0,0,0
250970,20,11,4,2,5,0,0,0,0
250970,21,11,4,2,5,0,0,0,0
250970,22,11,3,2,6,0,0,0,0
250970,23,11,3,2,6,0,0,0,0
250970,24,11,3,2,6,0,0,0,0
250970,25,11,2,3,6,0,0,0,0
250970,26,11,2,3,6,0,0,0,0
250970,27,12,3,3,6,0,0,0,0
250970,28,12,3,3,6,0,0,0,0
250970,29,12,3,3,6,0,0,0,0
250970,30,12,3,3,6,0,0,0,0
250970,31,12,1,3,8,0,0,0,0
250970,32,12,1,3,8,0,0,0,0
250970,33,12,1,3,8,0,0,0,0
250970,34,12,1,3,8,0,0,0,0
250970,35,12,1,3,8,0,0,0,0
250970,36,12,1,3,8,0,0,0,0
250970,37,12,0,4,8,0,0,0,0
250970,38,12,0,4,8,0,0,0,0
250970,39,12,0,4,8,0,0,0,0
250970,40,12,0,4,8,0,0,0,0
250970,41,12,0,5,7,0,0,0,0
250970,42,12,0,5,7,0,0,0,0
250970,43,13,0,6,7,0,0,0,0
250970,44,13,0,6,7,0,0,0,0
250970,45,13,0,6,7,0,0,0,0
250970,46,13,0,6,7,0,0,0,0
250970,47,13,0,6,7,0,0,0,0
250970,48,13,0,6,7,0,0,0,0
250970,50,13,0,6,7,0,0,0,0
250980,6,3,2,0,1,0,0,0,0
250980,7,3,2,0,1,0,0,0,0
250980,8,3,2,0,1,0,0,0,0
250980,9,3,2,0,1,0,0,0,0
250980,10,3,1,0,2,0,0,0,0
250980,11,3,1,0,2,0,0,0,0
250980,12,3,1,0,2,0,0,0,0
250980,13,3,1,0,2,0,0,0,0
250980,14,3,1,0,2,0,0,0,0
250980,15,3,1,0,2,0,0,0,0
250980,16,3,1,0,2,0,0,0,0
250980,17,3,1,0,2,0,0,0,0
250980,18,3,1,0,2,0,0,0,0
250980,19,3,1,0,2,0,0,0,0
250980,20,3,1,0,2,0,0,0,0
250980,21,3,1,0,2,0,0,0,0
250980,22,3,0,0,3,0,0,0,0
250980,23,3,0,0,3,0,0,0,0
250980,24,3,0,0,3,0,0,0,0
250980,25,3,0,0,3,0,0,0,0
250980,26,3,0,0,3,0,0,0,0
250980,27,3,0,0,3,0,0,0,0
250980,28,3,0,0,3,0,0,0,0
250980,29,3,0,0,3,0,0,0,0
250980,30,3,0,0,3,0,0,0,0
250980,31,3,0,0,3,0,0,0,0
250980,32,3,0,0,3,0,0,0,0
250980,33,3,0,0,3,0,0,0,0
250980,34,3,0,0,3,0,0,0,0
250980,35,3,0,0,3,0,0,0,0
250980,36,3,0,0,3,0,0,0,0
250980,37,3,0,0,3,0,0,0,0
250980,38,3,0,0,3,0,0,0,0
250980,39,3,0,0,3,0,0,0,0
250980,40,3,0,0,3,0,0,0,0
250980,41,3,0,0,3,0,0,0,0
250980,42,3,0,0,3,0,0,0,0
250980,43,3,0,0,3,0,0,0,0
250980,44,3,0,0,3,0,0,0,0
250980,45,3,0,0,3,0,0,0,0
250980,46,3,0,0,3,0,0,0,0
250980,47,3,0,0,3,0,0,0,0
250980,48,3,0,0,3,0,0,0,0
250980,50,3,0,0,3,0,0,0,0
250990,6,0,0,0,0,0,0,0,0
251000,6,0,0,0,0,0,0,0,0
251010,6,0,0,0,0,0,0,0,0
251020,6,2,1,1,0,0,0,0,0
251020,7,3,2,1,0,1,1,0,0
251020,8,3,2,1,0,1,1,0,0
251020,9,3,2,1,0,1,1,0,0
251020,10,3,2,1,0,1,1,0,0
251020,11,3,2,1,0,1,1,0,0
251020,12,3,2,1,0,1,1,0,0
251020,13,3,2,1,0,1,1,0,0
251020,14,3,2,1,0,1,1,0,0
251020,15,3,2,1,0,1,1,0,0
251020,16,3,2,1,0,1,1,0,0
251020,17,3,2,1,0,1,1,0,0
251020,18,3,2,1,0,1,1,0,0
251020,19,3,2,1,0,1,1,0,0
251020,20,3,2,1,0,1,1,0,0
251020,21,3,2,1,0,1,1,0,0
251020,22,3,2,1,0,1,1,0,0
251020,23,3,2,1,0,1,1,0,0
251020,24,3,1,2,0,1,0,1,0
251020,25,3,0,2,1,1,0,1,0
251020,26,3,0,2,1,1,0,1,0
251020,27,3,0,2,1,1,0,1,0
251020,28,3,0,2,1,1,0,1,0
251020,29,3,0,2,1,1,0,1,0
251020,30,3,0,2,1,1,0,1,0
251020,31,3,0,2,1,1,0,1,0
251020,32,3,0,2,1,1,0,1,0
251020,33,3,0,2,1,1,0,1,0
251020,34,3,0,2,1,1,0,1,0
251020,35,3,0,2,1,1,0,1,0
251020,36,3,0,2,1,1,0,1,0
251020,37,3,0,2,1,1,0,1,0
251020,38,3,0,2,1,1,0,1,0
251020,39,3,0,2,1,1,0,1,0
251020,40,3,0,2,1,1,0,1,0
251020,41,3,0,2,1,1,0,1,0
251020,42,3,0,2,1,1,0,1,0
251020,43,3,0,2,1,1,0,1,0
251020,44,3,0,2,1,1,0,1,0
251020,45,3,0,2,1,1,0,1,0
251020,46,3,0,2,1,1,0,1,0
251020,47,3,0,2,1,1,0,1,0
251020,48,3,0,2,1,1,0,1,0
251020,50,3,0,2,1,1,0,1,0
251030,6,0,0,0,0,0,0,0,0
251040,6,1,1,0,0,0,0,0,0
251040,7,1,1,0,0,0,0,0,0
251040,8,1,1,0,0,0,0,0,0
251040,9,2,2,0,0,0,0,0,0
251040,10,2,1,0,1,0,0,0,0
251040,11,2,1,0,1,0,0,0,0
251040,12,2,1,0,1,0,0,0,0
251040,13,2,1,0,1,0,0,0,0
251040,14,2,1,0,1,0,0,0,0
251040,15,2,1,0,1,0,0,0,0
251040,16,2,1,0,1,0,0,0,0
251040,17,2,1,0,1,0,0,0,0
251040,18,2,1,0,1,0,0,0,0
251040,19,2,1,0,1,0,0,0,0
251040,20,2,1,0,1,0,0,0,0
251040,21,2,1,0,1,0,0,0,0
251040,22,2,1,0,1,0,0,0,0
251040,23,2,1,0,1,0,0,0,0
251040,24,2,1,0,1,0,0,0,0
251040,25,2,1,0,1,0,0,0,0
251040,26,2,1,0,1,0,0,0,0
251040,27,2,1,0,1,0,0,0,0
251040,28,2,1,0,1,0,0,0,0
251040,29,2,1,0,1,0,0,0,0
251040,30,2,1,0,1,0,0,0,0
251040,31,2,1,0,1,0,0,0,0
251040,32,2,1,0,1,0,0,0,0
251040,33,2,1,0,1,0,0,0,0
251040,34,2,1,0,1,0,0,0,0
251040,35,2,1,0,1,0,0,0,0
251040,36,2,1,0,1,0,0,0,0
251040,37,2,1,0,1,0,0,0,0
251040,38,2,1,0,1,0,0,0,0
251040,39,2,1,0,1,0,0,0,0
251040,40,2,1,0,1,0,0,0,0
251040,41,2,1,0,1,0,0,0,0
251040,42,2,1,0,1,0,0,0,0
251040,43,2,1,0,1,0,0,0,0
251040,44,2,1,0,1,0,0,0,0
251040,45,2,1,0,1,0,0,0,0
251040,46,2,1,0,1,0,0,0,0
251040,47,2,1,0,1,0,0,0,0
251040,48,2,1,0,1,0,0,0,0
251040,50,2,1,0,1,0,0,0,0
251050,6,1,1,0,0,0,0,0,0
251050,7,1,1,0,0,0,0,0,0
251050,8,1,0,1,0,0,0,0,0
251050,9,1,0,1,0,0,0,0,0
251050,10,1,0,1,0,0,0,0,0
251050,11,1,0,1,0,0,0,0,0
251050,12,1,0,1,0,0,0,0,0
251050,13,1,0,1,0,0,0,0,0
251050,14,1,0,1,0,0,0,0,0
251050,15,1,0,1,0,0,0,0,0
251050,16,1,0,1,0,1,0,1,0
251050,17,1,0,1,0,1,0,1,0
251050,18,1,0,1,0,1,0,1,0
251050,19,1,0,1,0,1,0,1,0
251050,20,1,0,1,0,1,0,1,0
251050,21,1,0,1,0,1,0,1,0
251050,22,1,0,1,0,1,0,1,0
251050,23,1,0,1,0,1,0,1,0
251050,24,1,0,1,0,1,0,1,0
251050,25,1,0,1,0,1,0,1,0
251050,26,1,0,1,0,1,0,1,0
251050,27,1,0,1,0,1,0,1,0
251050,28,1,0,1,0,1,0,1,0
251050,29,1,0,1,0,1,0,1,0
251050,30,1,0,1,0,1,0,1,0
251050,31,1,0,1,0,1,0,1,0
251050,32,1,0,1,0,1,0,1,0
251050,33,1,0,1,0,1,0,1,0
251050,34,1,0,1,0,1,0,1,0
251050,35,1,0,1,0,1,0,1,0
251050,36,1,0,1,0,1,0,1,0
251050,37,1,0,1,0,1,0,1,0
251050,38,1,0,1,0,1,0,1,0
251050,39,1,0,1,0,1,0,1,0
251050,40,1,0,1,0,1,0,1,0
251050,41,1,0,1,0,1,0,1,0
251050,42,1,0,1,0,1,0,1,0
251050,43,1,0,1,0,1,0,1,0
251050,44,1,0,1,0,1,0,1,0
251050,45,1,0,1,0,1,0,1,0
251050,46,1,0,1,0,1,0,1,0
251050,47,1,0,1,0,1,0,1,0
251050,48,1,0,1,0,1,0,1,0
251050,50,1,0,1,0,1,0,1,0
251060,6,0,0,0,0,0,0,0,0
251065,6,1,1,0,0,1,1,0,0
251065,7,1,1,0,0,1,1,0,0
251065,8,1,1,0,0,1,1,0,0
251065,9,1,1,0,0,1,1,0,0
251065,10,1,1,0,0,1,1,0,0
251065,11,1,1,0,0,1,1,0,0
251065,12,1,1,0,0,1,1,0,0
251065,13,1,1,0,0,1,1,0,0
251065,14,1,1,0,0,1,1,0,0
251065,15,1,1,0,0,1,1,0,0
251065,16,1,1,0,0,1,1,0,0
251065,17,1,1,0,0,1,1,0,0
251065,18,1,1,0,0,1,1,0,0
251065,19,1,1,0,0,1,1,0,0
251065,20,1,1,0,0,1,1,0,0
251065,21,1,1,0,0,1,1,0,0
251065,22,1,1,0,0,1,1,0,0
251065,23,1,1,0,0,1,1,0,0
251065,24,1,0,1,0,1,0,1,0
251065,25,1,0,1,0,1,0,1,0
251065,26,1,0,1,0,1,0,1,0
251065,27,1,0,1,0,1,0,1,0
251065,28,1,0,1,0,1,0,1,0
251065,29,1,0,1,0,1,0,1,0
251065,30,1,0,1,0,1,0,1,0
251065,31,1,0,1,0,1,0,1,0
251065,32,1,0,1,0,1,0,1,0
251065,33,1,0,1,0,1,0,1,0
251065,34,1,0,1,0,1,0,1,0
251065,35,1,0,1,0,1,0,1,0
251065,36,1,0,1,0,1,0,1,0
251065,37,1,0,1,0,1,0,1,0
251065,38,1,0,1,0,1,0,1,0
251065,39,1,0,1,0,1,0,1,0
251065,40,1,0,1,0,1,0,1,0
251065,41,1,0,1,0,1,0,1,0
251065,42,1,0,1,0,1,0,1,0
251065,43,1,0,1,0,1,0,1,0
251065,44,1,0,1,0,1,0,1,0
251065,45,1,0,1,0,1,0,1,0
251065,46,1,0,1,0,1,0,1,0
251065,47,1,0,1,0,1,0,1,0
251065,48,1,0,1,0,1,0,1,0
251065,50,1,0,1,0,1,0,1,0
251070,6,2,2,0,0,0,0,0,0
251070,7,2,2,0,0,0,0,0,0
251070,8,2,2,0,0,0,0,0,0
251070,9,2,2,0,0,0,0,0,0
251070,10,2,2,0,0,0,0,0,0
251070,11,2,2,0,0,0,0,0,0
251070,12,2,2,0,0,0,0,0,0
251070,13,2,2,0,0,0,0,0,0
251070,14,2,2,0,0,0,0,0,0
251070,15,2,2,0,0,0,0,0,0
251070,16,2,2,0,0,0,0,0,0
251070,17,2,2,0,0,0,0,0,0
251070,18,2,2,0,0,0,0,0,0
251070,19,2,2,0,0,0,0,0,0
251070,20,2,2,0,0,0,0,0,0
251070,21,2,2,0,0,0,0,0,0
251070,22,2,2,0,0,0,0,0,0
251070,23,2,2,0,0,0,0,0,0
251070,24,2,2,0,0,0,0,0,0
251070,25,2,2,0,0,0,0,0,0
251070,26,2,2,0,0,0,0,0,0
251070,27,2,2,0,0,0,0,0,0
251070,28,2,2,0,0,0,0,0,0
251070,29,2,2,0,0,0,0,0,0
251070,30,2,2,0,0,0,0,0,0
251070,31,2,2,0,0,0,0,0,0
251070,32,2,2,0,0,0,0,0,0
251070,33,2,2,0,0,0,0,0,0
251070,34,2,2,0,0,0,0,0,0
251070,35,2,2,0,0,0,0,0,0
251070,36,2,2,0,0,0,0,0,0
251070,37,2,2,0,0,0,0,0,0
251070,38,2,2,0,0,0,0,0,0
251070,39,2,2,0,0,0,0,0,0
251070,40,2,2,0,0,0,0,0,0
251070,41,2,2,0,0,0,0,0,0
251070,42,2,2,0,0,0,0,0,0
251070,43,2,2,0,0,0,0,0,0
251070,44,2,2,0,0,0,0,0,0
251070,45,2,2,0,0,0,0,0,0
251070,46,2,2,0,0,0,0,0,0
251070,47,2,2,0,0,0,0,0,0
251070,48,2,2,0,0,0,0,0,0
251070,50,2,2,0,0,0,0,0,0
251080,6,36,35,1,0,0,0,0,0
251080,7,37,36,1,0,0,0,0,0
251080,8,37,36,1,0,0,0,0,0
251080,9,37,36,1,0,0,0,0,0
251080,10,38,35,1,2,0,0,0,0
251080,11,38,35,1,2,0,0,0,0
251080,12,38,35,1,2,0,0,0,0
251080,13,39,26,1,12,0,0,0,0
251080,14,39,25,2,12,0,0,0,0
251080,15,39,25,2,12,0,0,0,0
251080,16,39,25,2,12,0,0,0,0
251080,17,39,25,2,12,0,0,0,0
251080,18,39,25,2,12,0,0,0,0
251080,19,39,25,2,12,0,0,0,0
251080,20,39,25,2,12,0,0,0,0
251080,21,39,25,2,12,0,0,0,0
251080,22,39,24,3,12,0,0,0,0
251080,23,39,24,3,12,0,0,0,0
251080,24,39,24,3,12,0,0,0,0
251080,25,39,20,3,16,0,0,0,0
251080,26,39,20,3,16,0,0,0,0
251080,27,39,20,3,16,0,0,0,0
251080,28,39,20,3,16,0,0,0,0
251080,29,39,12,3,24,0,0,0,0
251080,30,39,12,3,24,0,0,0,0
251080,31,39,10,3,26,0,0,0,0
251080,32,39,10,3,26,0,0,0,0
251080,33,39,10,3,26,0,0,0,0
251080,34,39,10,3,26,0,0,0,0
251080,35,39,10,3,26,0,0,0,0
251080,36,39,10,3,26,0,0,0,0
251080,37,39,10,3,26,0,0,0,0
251080,38,39,7,3,29,0,0,0,0
251080,39,39,7,3,29,0,0,0,0
251080,40,39,7,4,28,0,0,0,0
251080,41,39,7,4,28,0,0,0,0
251080,42,39,7,4,28,0,0,0,0
251080,43,39,7,4,28,0,0,0,0
251080,44,39,7,4,28,0,0,0,0
251080,45,39,7,4,28,0,0,0,0
251080,46,39,7,4,28,0,0,0,0
251080,47,39,7,4,28,0,0,0,0
251080,48,39,7,4,28,0,0,0,0
251080,50,39,7,4,28,0,0,0,0
251090,6,0,0,0,0,0,0,0,0
251100,6,0,0,0,0,0,0,0,0
251110,6,0,0,0,0,0,0,0,0
251120,6,13,2,0,11,0,0,0,0
251120,7,13,2,0,11,0,0,0,0
251120,8,13,2,0,11,0,0,0,0
251120,9,13,2,0,11,0,0,0,0
251120,10,13,2,0,11,0,0,0,0
251120,11,13,2,0,11,0,0,0,0
251120,12,13,2,0,11,0,0,0,0
251120,13,13,2,0,11,0,0,0,0
251120,14,13,2,0,11,0,0,0,0
251120,15,13,2,0,11,0,0,0,0
251120,16,13,2,0,11,0,0,0,0
251120,17,13,2,0,11,0,0,0,0
251120,18,13,2,0,11,0,0,0,0
251120,19,13,2,0,11,0,0,0,0
251120,20,13,2,0,11,0,0,0,0
251120,21,13,2,0,11,0,0,0,0
251120,22,13,2,0,11,0,0,0,0
251120,23,13,2,0,11,0,0,0,0
251120,24,13,2,0,11,0,0,0,0
251120,25,13,2,0,11,0,0,0,0
251120,26,13,2,0,11,0,0,0,0
251120,27,13,2,0,11,0,0,0,0
251120,28,13,2,0,11,0,0,0,0
251120,29,13,2,0,11,0,0,0,0
251120,30,13,2,0,11,0,0,0,0
251120,31,13,2,0,11,0,0,0,0
251120,32,13,2,0,11,0,0,0,0
251120,33,13,2,0,11,0,0,0,0
251120,34,13,2,0,11,0,0,0,0
251120,35,13,2,0,11,0,0,0,0
251120,36,13,2,0,11,0,0,0,0
251120,37,13,2,0,11,0,0,0,0
251120,38,13,2,0,11,0,0,0,0
251120,39,14,2,0,12,0,0,0,0
251120,40,15,2,1,12,0,0,0,0
251120,41,15,2,1,12,0,0,0,0
251120,42,15,2,1,12,0,0,0,0
251120,43,16,2,1,13,0,0,0,0
251120,44,16,2,1,13,0,0,0,0
251120,45,16,2,1,13,0,0,0,0
251120,46,16,2,1,13,0,0,0,0
251120,47,16,2,1,13,0,0,0,0
251120,48,16,2,1,13,0,0,0,0
251120,50,16,2,1,13,0,0,0,0
251272,6,0,0,0,0,0,0,0,0
251130,6,4,4,0,0,1,1,0,0
251130,7,4,4,0,0,1,1,0,0
251130,8,4,4,0,0,1,1,0,0
251130,9,4,4,0,0,1,1,0,0
251130,10,4,4,0,0,1,1,0,0
251130,11,4,4,0,0,1,1,0,0
251130,12,4,4,0,0,1,1,0,0
251130,13,4,4,0,0,1,1,0,0
251130,14,4,4,0,0,1,1,0,0
251130,15,4,4,0,0,1,1,0,0
251130,16,4,4,0,0,1,1,0,0
251130,17,4,4,0,0,1,1,0,0
251130,18,4,4,0,0,1,1,0,0
251130,19,4,4,0,0,1,1,0,0
251130,20,4,4,0,0,1,1,0,0
251130,21,4,4,0,0,1,1,0,0
251130,22,4,4,0,0,1,1,0,0
251130,23,4,4,0,0,1,1,0,0
251130,24,4,3,1,0,1,0,1,0
251130,25,4,2,2,0,1,0,1,0
251130,26,4,2,2,0,1,0,1,0
251130,27,4,2,2,0,1,0,1,0
251130,28,4,2,2,0,1,0,1,0
251130,29,4,2,2,0,1,0,1,0
251130,30,4,2,2,0,1,0,1,0
251130,31,4,2,2,0,1,0,1,0
251130,32,4,2,2,0,1,0,1,0
251130,33,4,2,2,0,1,0,1,0
251130,34,4,2,2,0,1,0,1,0
251130,35,4,2,2,0,1,0,1,0
251130,36,4,2,2,0,1,0,1,0
251130,37,4,2,2,0,1,0,1,0
251130,38,4,2,2,0,1,0,1,0
251130,39,4,1,3,0,1,0,1,0
251130,40,4,1,3,0,1,0,1,0
251130,41,4,1,3,0,1,0,1,0
251130,42,4,1,3,0,1,0,1,0
251130,43,4,1,3,0,1,0,1,0
251130,44,4,1,3,0,1,0,1,0
251130,45,4,1,3,0,1,0,1,0
251130,46,4,1,3,0,1,0,1,0
251130,47,4,1,3,0,1,0,1,0
251130,48,4,1,3,0,1,0,1,0
251130,50,4,1,3,0,1,0,1,0
251140,6,1,1,0,0,0,0,0,0
251140,7,1,1,0,0,0,0,0,0
251140,8,1,1,0,0,0,0,0,0
251140,9,1,1,0,0,0,0,0,0
251140,10,1,0,0,1,0,0,0,0
251140,11,1,0,0,1,0,0,0,0
251140,12,1,0,0,1,0,0,0,0
251140,13,1,0,0,1,0,0,0,0
251140,14,1,0,0,1,0,0,0,0
251140,15,1,0,0,1,0,0,0,0
251140,16,1,0,0,1,0,0,0,0
251140,17,1,0,0,1,0,0,0,0
251140,18,1,0,0,1,0,0,0,0
251140,19,1,0,0,1,0,0,0,0
251140,20,1,0,0,1,0,0,0,0
251140,21,1,0,0,1,0,0,0,0
251140,22,1,0,0,1,0,0,0,0
251140,23,1,0,0,1,0,0,0,0
251140,24,1,0,0,1,0,0,0,0
251140,25,1,0,0,1,0,0,0,0
251140,26,1,0,0,1,0,0,0,0
251140,27,1,0,0,1,0,0,0,0
251140,28,1,0,0,1,0,0,0,0
251140,29,1,0,0,1,0,0,0,0
251140,30,1,0,0,1,0,0,0,0
251140,31,1,0,0,1,0,0,0,0
251140,32,1,0,0,1,0,0,0,0
251140,33,1,0,0,1,0,0,0,0
251140,34,1,0,0,1,0,0,0,0
251140,35,1,0,0,1,0,0,0,0
251140,36,1,0,0,1,0,0,0,0
251140,37,1,0,0,1,0,0,0,0
251140,38,1,0,0,1,0,0,0,0
251140,39,1,0,0,1,0,0,0,0
251140,40,1,0,0,1,0,0,0,0
251140,41,1,0,0,1,0,0,0,0
251140,42,1,0,0,1,0,0,0,0
251140,43,1,0,0,1,0,0,0,0
251140,44,1,0,0,1,0,0,0,0
251140,45,1,0,0,1,0,0,0,0
251140,46,1,0,0,1,0,0,0,0
251140,47,1,0,0,1,0,0,0,0
251140,48,1,0,0,1,0,0,0,0
251140,50,1,0,0,1,0,0,0,0
251150,6,4,3,0,1,0,0,0,0
251150,7,4,3,0,1,0,0,0,0
251150,8,4,3,0,1,0,0,0,0
251150,9,4,3,0,1,0,0,0,0
251150,10,4,2,0,2,0,0,0,0
251150,11,4,2,0,2,0,0,0,0
251150,12,4,2,0,2,0,0,0,0
251150,13,4,2,0,2,0,0,0,0
251150,14,4,2,0,2,0,0,0,0
251150,15,4,2,0,2,0,0,0,0
251150,16,4,2,0,2,0,0,0,0
251150,17,4,2,0,2,0,0,0,0
251150,18,4,2,0,2,0,0,0,0
251150,19,4,2,0,2,0,0,0,0
251150,20,4,2,0,2,0,0,0,0
251150,21,4,2,0,2,0,0,0,0
251150,22,4,2,0,2,0,0,0,0
251150,23,4,2,0,2,0,0,0,0
251150,24,4,2,0,2,0,0,0,0
251150,25,4,2,0,2,0,0,0,0
251150,26,4,2,0,2,0,0,0,0
251150,27,4,2,0,2,0,0,0,0
251150,28,4,2,0,2,0,0,0,0
251150,29,4,2,0,2,0,0,0,0
251150,30,4,2,0,2,0,0,0,0
251150,31,4,2,0,2,0,0,0,0
251150,32,4,2,0,2,0,0,0,0
251150,33,4,2,0,2,0,0,0,0
251150,34,4,2,0,2,0,0,0,0
251150,35,4,2,0,2,0,0,0,0
251150,36,4,2,0,2,0,0,0,0
251150,37,4,2,0,2,0,0,0,0
251150,38,4,2,0,2,0,0,0,0
251150,39,4,2,0,2,0,0,0,0
251150,40,4,2,0,2,0,0,0,0
251150,41,4,2,0,2,0,0,0,0
251150,42,4,2,0,2,0,0,0,0
251150,43,4,2,0,2,0,0,0,0
251150,44,4,2,0,2,0,0,0,0
251150,45,4,2,0,2,0,0,0,0
251150,46,4,2,0,2,0,0,0,0
251150,47,4,2,0,2,0,0,0,0
251150,48,4,2,0,2,0,0,0,0
251150,50,4,2,0,2,0,0,0,0
251160,6,2,1,1,0,0,0,0,0
251160,7,2,1,1,0,0,0,0,0
251160,8,2,1,1,0,0,0,0,0
251160,9,2,1,1,0,0,0,0,0
251160,10,2,1,1,0,0,0,0,0
251160,11,2,1,1,0,0,0,0,0
251160,12,2,1,1,0,0,0,0,0
251160,13,2,1,1,0,0,0,0,0
251160,14,2,1,1,0,0,0,0,0
251160,15,2,1,1,0,0,0,0,0
251160,16,2,1,1,0,0,0,0,0
251160,17,2,1,1,0,0,0,0,0
251160,18,2,1,1,0,0,0,0,0
251160,19,2,1,1,0,0,0,0,0
251160,20,2,1,1,0,0,0,0,0
251160,21,2,1,1,0,0,0,0,0
251160,22,2,0,2,0,0,0,0,0
251160,23,2,0,2,0,0,0,0,0
251160,24,2,0,2,0,0,0,0,0
251160,25,2,0,2,0,0,0,0,0
251160,26,2,0,2,0,0,0,0,0
251160,27,2,0,2,0,0,0,0,0
251160,28,2,0,2,0,0,0,0,0
251160,29,2,0,2,0,0,0,0,0
251160,30,2,0,2,0,0,0,0,0
251160,31,2,0,2,0,0,0,0,0
251160,32,2,0,2,0,0,0,0,0
251160,33,2,0,2,0,0,0,0,0
251160,34,2,0,2,0,0,0,0,0
251160,35,2,0,2,0,0,0,0,0
251160,36,2,0,2,0,0,0,0,0
251160,37,2,0,2,0,0,0,0,0
251160,38,2,0,2,0,0,0,0,0
251160,39,2,0,2,0,0,0,0,0
251160,40,2,0,2,0,0,0,0,0
251160,41,2,0,2,0,0,0,0,0
251160,42,2,0,2,0,0,0,0,0
251160,43,2,0,2,0,0,0,0,0
251160,44,2,0,2,0,0,0,0,0
251160,45,2,0,2,0,0,0,0,0
251160,46,2,0,2,0,0,0,0,0
251160,47,2,0,2,0,0,0,0,0
251160,48,2,0,2,0,0,0,0,0
251160,50,2,0,2,0,0,0,0,0
251170,6,0,0,0,0,0,0,0,0
251170,7,1,1,0,0,0,0,0,0
251170,8,1,1,0,0,0,0,0,0
251170,9,1,1,0,0,0,0,0,0
251170,10,1,1,0,0,0,0,0,0
251170,11,1,1,0,0,0,0,0,0
251170,12,1,1,0,0,0,0,0,0
251170,13,1,1,0,0,0,0,0,0
251170,14,1,1,0,0,0,0,0,0
251170,15,1,1,0,0,0,0,0,0
251170,16,1,1,0,0,0,0,0,0
251170,17,1,1,0,0,0,0,0,0
251170,18,1,1,0,0,0,0,0,0
251170,19,1,1,0,0,0,0,0,0
251170,20,1,1,0,0,0,0,0,0
251170,21,1,1,0,0,0,0,0,0
251170,22,1,1,0,0,0,0,0,0
251170,23,1,1,0,0,0,0,0,0
251170,24,1,1,0,0,0,0,0,0
251170,25,1,1,0,0,0,0,0,0
251170,26,1,1,0,0,0,0,0,0
251170,27,1,1,0,0,0,0,0,0
251170,28,1,1,0,0,0,0,0,0
251170,29,1,1,0,0,0,0,0,0
251170,30,1,1,0,0,0,0,0,0
251170,31,1,1,0,0,0,0,0,0
251170,32,1,1,0,0,0,0,0,0
251170,33,1,1,0,0,0,0,0,0
251170,34,1,1,0,0,0,0,0,0
251170,35,1,1,0,0,0,0,0,0
251170,36,1,1,0,0,0,0,0,0
251170,37,1,1,0,0,0,0,0,0
251170,38,1,1,0,0,0,0,0,0
251170,39,1,1,0,0,0,0,0,0
251170,40,1,1,0,0,0,0,0,0
251170,41,1,1,0,0,0,0,0,0
251170,42,1,1,0,0,0,0,0,0
251170,43,1,1,0,0,0,0,0,0
251170,44,1,1,0,0,0,0,0,0
251170,45,1,1,0,0,0,0,0,0
251170,46,1,1,0,0,0,0,0,0
251170,47,1,1,0,0,0,0,0,0
251170,48,1,1,0,0,0,0,0,0
251170,50,1,1,0,0,0,0,0,0
251180,6,1,1,0,0,0,0,0,0
251180,7,1,1,0,0,0,0,0,0
251180,8,1,1,0,0,0,0,0,0
251180,9,1,1,0,0,0,0,0,0
251180,10,1,1,0,0,0,0,0,0
251180,11,1,1,0,0,0,0,0,0
251180,12,1,1,0,0,0,0,0,0
251180,13,1,0,0,1,0,0,0,0
251180,14,1,0,0,1,0,0,0,0
251180,15,1,0,0,1,0,0,0,0
251180,16,1,0,0,1,0,0,0,0
251180,17,1,0,0,1,0,0,0,0
251180,18,1,0,0,1,0,0,0,0
251180,19,1,0,0,1,0,0,0,0
251180,20,1,0,0,1,0,0,0,0
251180,21,1,0,0,1,0,0,0,0
251180,22,1,0,0,1,0,0,0,0
251180,23,1,0,0,1,0,0,0,0
251180,24,1,0,0,1,0,0,0,0
251180,25,1,0,0,1,0,0,0,0
251180,26,1,0,0,1,0,0,0,0
251180,27,1,0,0,1,0,0,0,0
251180,28,1,0,0,1,0,0,0,0
251180,29,1,0,0,1,0,0,0,0
251180,30,1,0,0,1,0,0,0,0
251180,31,1,0,0,1,0,0,0,0
251180,32,1,0,0,1,0,0,0,0
251180,33,1,0,0,1,0,0,0,0
251180,34,1,0,0,1,0,0,0,0
251180,35,1,0,0,1,0,0,0,0
251180,36,1,0,0,1,0,0,0,0
251180,37,1,0,0,1,0,0,0,0
251180,38,1,0,0,1,0,0,0,0
251180,39,1,0,0,1,0,0,0,0
251180,40,1,0,0,1,0,0,0,0
251180,41,1,0,0,1,0,0,0,0
251180,42,1,0,0,1,0,0,0,0
251180,43,1,0,0,1,0,0,0,0
251180,44,1,0,0,1,0,0,0,0
251180,45,1,0,0,1,0,0,0,0
251180,46,1,0,0,1,0,0,0,0
251180,47,1,0,0,1,0,0,0,0
251180,48,1,0,0,1,0,0,0,0
